SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500676,GLAXOSMITHKL,A ,Q,7984.00,8010.95,7936.00,7988.70,7959.65,7968.65,189,527,4210178.00,
500680,PFIZER LTD. ,A ,Q,2910.60,2954.95,2902.05,2907.15,2902.05,2914.45,158,466,1362492.00,
500690,GUJ.ST.FERT ,A ,Q,74.00,74.00,71.55,72.70,72.75,74.15,475,49158,3543350.00,
500696,HIND UNI LT ,A ,Q,1845.00,1855.50,1836.00,1849.90,1854.00,1841.05,2696,68810,127328683.00,
500710,AKZOINDIA   ,A ,Q,1710.75,1715.50,1675.75,1698.00,1698.00,1703.30,57,310,525895.00,
500730,NOCIL LTD   ,A ,Q,80.10,80.10,76.60,77.40,77.40,80.15,960,49909,3917559.00,
500770,TATA CHEM.  ,A ,Q,565.00,565.00,553.90,556.70,555.40,563.50,682,34814,19381305.00,
500777,T.P.L.      ,B ,Q,32.40,32.40,31.50,31.80,31.90,32.25,29,4075,130779.00,
500780,ZUARIGLOB   ,B ,Q,61.95,64.05,58.60,59.45,59.70,63.00,71,1067,64498.00,
500790,NESTLE (I)  ,A ,Q,11970.35,12635.00,11970.35,12587.45,12635.00,11963.35,3682,12696,158225462.00,
500800,TATAGLOBAL  ,A ,Q,266.00,266.10,259.10,260.65,260.50,265.90,1371,93561,24502581.00,
500820,ASIAN PAINTS,A ,Q,1590.00,1595.00,1580.00,1589.45,1589.45,1595.05,1190,24031,38156775.00,
500825,BRITANIA IND,A ,Q,2398.00,2405.80,2302.00,2383.70,2383.70,2394.65,4263,54140,127494523.00,
500830,COLGATE PALM,A ,Q,1201.25,1203.75,1184.50,1197.70,1199.00,1200.50,426,8781,10493862.00,
500840,EIH LTD.    ,A ,Q,150.60,153.70,145.00,152.55,152.50,149.00,313,5520,816972.00,
500850,INDIAN HOTEL,A ,Q,131.10,132.40,127.20,129.55,128.80,131.65,1182,37687,4871812.00,
500870,CASTROL     ,A ,Q,118.05,118.40,114.50,115.90,116.00,118.45,505,45845,5341733.00,
500875,ITC LTD.    ,A ,Q,248.70,248.70,240.85,241.60,241.60,246.55,7123,510563,124008990.00,
500877,APOLLO TYRES,A ,Q,165.40,167.95,160.35,162.30,161.85,165.05,1242,142547,23247186.00,
500878,CEAT LIMITED,A ,Q,886.00,886.75,865.25,874.55,879.65,885.40,713,21403,18667338.00,
500940,FINOLEX IND.,A ,Q,502.50,522.70,500.00,500.60,500.50,503.10,124,2971,1505410.00,
501148,DALAL ST INV,XT,Q,159.65,162.90,159.65,159.65,159.65,162.90,6,111,17737.00,
501150,CENTRUM CAP ,A ,Q,29.25,29.25,27.10,27.95,28.10,28.05,303,26970,744776.00,
501242,TCI FINANCE ,B ,Q,8.79,9.96,8.79,9.45,9.45,9.51,9,1695,16230.00,
501295,INDUS.INV.TR,B ,Q,77.00,77.10,70.35,71.65,71.65,70.70,250,12466,933412.00,
501301,TATA INVEST.,A ,Q,797.75,799.45,768.40,776.20,776.20,789.05,166,1096,857026.00,
501314,GROMOTRADE  ,X ,Q,280.00,289.75,260.80,260.80,260.80,289.75,5,9,2477.00,
501343,MOTOR&GEN.FI,T ,Q,36.00,36.00,36.00,36.00,36.00,36.90,2,150,5400.00,
501370,WALCHAND PF ,X ,Q,65.90,65.90,60.15,60.20,60.20,62.90,8,350,22762.00,
501391,W.H.BRADY   ,X ,Q,89.35,89.35,89.35,89.35,89.35,85.10,3,5,446.00,
501423,SHA ENG PLA ,X ,Q,557.00,557.00,539.50,546.85,539.50,550.00,41,1927,1064032.00,
501425,BOM.BURMAH  ,A ,Q,777.05,780.85,750.45,755.85,759.20,784.10,466,4006,3078561.00,
501430,BOM.CYCLE   ,X ,Q,1200.00,1200.00,1100.00,1100.05,1100.00,1220.00,36,104,116876.00,
501455,GREAVES COTT,A ,Q,122.00,122.00,117.25,118.65,118.65,121.55,531,17043,2027447.00,
501700,INDIA NIVEH ,X ,Q,65.50,65.55,65.35,65.50,65.50,65.55,89,23843,1561293.00,
501831,COAST CORP  ,X ,Q,250.50,252.00,240.05,250.00,250.00,249.75,112,15807,3933057.00,
501833,CHOWGULE ST ,XT,Q,4.54,4.54,4.54,4.54,4.54,4.76,3,145,658.00,
501848,GLOBAL OFFS ,B ,Q,6.00,6.10,5.80,5.89,5.80,6.10,22,8400,50884.00,
502015,ASIIL       ,X ,Q,11.30,11.87,11.07,11.34,11.34,11.40,21,4020,45262.00,
502090,SAGAR CEM.  ,B ,Q,558.10,583.45,558.05,580.00,583.45,563.75,20,297,170290.00,
502137,DECAN CEMENT,B ,Q,358.70,360.00,357.00,360.00,360.00,360.30,10,75,26893.00,
502157,MANGALAM CEM,B ,Q,251.35,251.35,240.40,240.75,242.25,250.75,36,617,151949.00,
502168,N C L IND.  ,B ,Q,110.90,110.90,103.70,104.75,105.05,108.20,58,973,103435.00,
502175,SAURAS.CEM. ,X ,Q,38.05,38.40,32.35,35.20,35.20,38.45,32,6182,218645.00,
502180,SRI DIGV CEM,X ,Q,16.50,16.65,15.55,15.85,15.85,16.57,170,59016,950918.00,
502219,BOROSIL GLAS,B ,Q,130.00,131.55,121.30,123.75,122.90,129.55,1548,27358,3462135.00,
502271,RAASI REFRAC,X ,Q,5.35,5.35,5.35,5.35,5.35,5.10,1,10,53.00,
502281,TRIVENI GLAS,XT,Q,6.25,6.25,5.90,5.90,5.90,6.19,5,270,1600.00,
502330,IPAPPM      ,B ,Q,441.00,441.00,440.20,440.65,440.80,440.30,294,3056,1347351.00,
502355,BALKRISH IND,A ,Q,732.95,747.95,726.50,740.25,739.40,729.80,1035,42273,31334739.00,
502407,NATH PULP   ,X ,Q,58.30,58.30,58.00,58.00,58.00,58.30,4,505,29349.00,
502420,ORIENT PAPER,B ,Q,22.25,22.35,21.40,22.05,22.25,22.20,144,36739,802557.00,
502445,CITADEL     ,X ,Q,12.67,13.72,12.67,13.62,13.72,12.67,3,10,136.00,
502448,ROLLATAINER ,T ,Q,2.62,2.62,2.62,2.62,2.62,2.75,1,500,1310.00,
502450,SESHA.PAPER ,B ,Q,180.00,184.00,175.00,178.75,175.00,177.35,104,2501,451487.00,
502587,RAMA PULP   ,X ,Q,61.85,63.90,58.00,58.05,58.00,58.45,27,4033,235958.00,
502589,VAPI PAPER  ,XT,Q,21.25,21.25,21.25,21.25,21.25,20.25,3,1083,23013.00,
502742,SINTEX IND. ,B ,Q,1.95,2.01,1.91,1.91,1.91,2.01,141,174427,335966.00,
502761,BLUE BLEND  ,T ,Q,1.28,1.28,1.28,1.28,1.28,1.34,1,100,128.00,
502820,DCM LTD.    ,B ,Q,19.60,20.30,18.70,18.80,18.80,19.50,17,392,7634.00,
502865,FORBES & CO ,B ,Q,1616.00,1651.00,1581.30,1613.95,1613.95,1619.35,237,1731,2786501.00,
502873,H.P.COTTON  ,X ,Q,22.00,22.85,21.00,21.75,21.75,21.85,16,325,7075.00,
502937,KESORAM IND ,B ,Q,58.15,58.20,57.00,57.10,57.10,58.00,154,26668,1534250.00,
502958,LAKSHMI MILL,X ,Q,1769.00,1769.00,1758.00,1758.60,1760.00,1700.00,5,11,19406.00,
502986,VARDH TEXT  ,A ,Q,905.00,910.00,888.00,908.45,905.05,911.95,143,628,565658.00,
503015,MODERN INDIA,X ,Q,72.50,72.50,72.00,72.00,72.00,72.70,3,400,28900.00,
503031,PENLAND LTD ,B ,Q,4.85,5.05,4.77,4.80,4.77,5.06,96,36236,174946.00,
503100,PHOENIX MILL,A ,Q,629.00,653.70,629.00,639.80,639.00,627.70,123,1574,1007325.00,
503101,MARATHON NEX,B ,Q,70.30,70.35,67.00,67.00,67.00,69.05,7,254,17608.00,
503162,REL.CHEMOTX ,X ,Q,59.00,61.40,57.60,58.10,58.00,59.15,11,509,29519.00,
503169,RUBY MILLS  ,B ,Q,139.00,142.70,136.00,140.50,140.50,139.20,105,3737,520039.00,
503310,SWAN ENG    ,A ,Q,100.60,101.35,100.00,100.55,101.25,100.60,369,63484,6362994.00,
503349,VICTORIA MIL,X ,Q,2000.00,2000.00,1960.00,1960.00,1960.00,1975.05,10,24,47425.00,
503624,SVARAJ TRAD ,XT,Q,110.70,110.85,110.70,110.85,110.85,110.85,3,2000,221625.00,
503641,ZODIAC VEN  ,XT,Q,31.60,34.50,31.60,34.50,34.50,33.25,22,1168,38021.00,
503657,VEER ENERGY ,X ,Q,9.00,9.60,8.60,9.03,9.00,9.01,39,10619,95636.00,
503722,BANSW.SYNTEX,B ,Q,62.00,62.00,62.00,62.00,62.00,63.25,1,1,62.00,
503772,MODELLA WOOL,X ,Q,31.35,31.35,28.50,28.50,28.50,29.95,6,511,14943.00,
503804,SHRI DINESH ,X ,Q,116.65,116.65,116.65,116.65,116.65,120.00,1,120,13998.00,
503806,SRF LIMITED ,A ,Q,2874.30,2927.10,2860.00,2899.75,2892.00,2854.05,1380,17303,50095363.00,
503811,SIYARAM SILK,B ,Q,230.50,231.75,230.00,230.05,231.75,231.45,17,1136,261306.00,
503837,SHREE RAJSYN,X ,Q,8.10,8.10,8.10,8.10,8.10,7.76,1,25,202.00,
503960,BHARAT BIJLE,B ,Q,872.85,877.75,854.60,860.40,860.45,870.55,31,232,200583.00,
504000,ELPRO INTER ,X ,Q,48.55,49.00,48.10,49.00,49.00,49.00,12,2686,129428.00,
504028,GEE LTD     ,X ,Q,23.00,23.00,22.60,22.85,22.90,23.60,23,6275,144251.00,
504036,HIND.RECT   ,B ,Q,124.15,124.15,123.00,123.05,123.05,127.05,14,301,37125.00,
504058,NIPPOBATRY  ,B ,Q,447.00,449.85,441.00,448.75,448.75,450.00,17,118,52614.00,
504067,ZENSAR TECH.,A ,Q,226.00,226.20,216.75,218.20,218.30,225.45,89,429,95536.00,
504076,JYOTI LTD.  ,XT,Q,6.70,6.70,6.70,6.70,6.70,6.70,1,10,67.00,
504084,KAYCEE IND  ,X ,Q,3375.20,3375.20,3375.00,3375.00,3375.00,3473.85,3,10,33751.00,
504092,INDOKEM LTD.,X ,Q,6.45,6.81,6.19,6.52,6.52,6.49,12,1548,10303.00,
504093,PANA ENERG  ,X ,Q,161.00,163.90,156.00,157.50,159.90,160.00,49,921,145421.00,
504112,NELCO LTD.  ,B ,Q,219.10,219.10,211.60,212.90,212.00,220.90,338,7767,1664286.00,
504132,PERM MAGNETS,X ,Q,100.20,113.50,100.20,109.25,108.60,111.00,116,28304,3136751.00,
504176,HIGH ENERGY ,X ,Q,200.00,200.00,195.00,197.85,200.00,201.95,5,45,8935.00,
504180,STD.BATTERY ,X ,Q,2.35,2.35,2.35,2.35,2.35,2.24,2,2000,4700.00,
504212,UNIV.CABLE  ,B ,Q,142.90,142.90,140.00,141.40,142.00,144.50,33,407,57632.00,
504220,W.S.INDUSTR.,T ,Q,0.67,0.67,0.61,0.67,0.67,0.64,5,2169,1442.00,
504240,DELTON CABLE,X ,Q,16.05,16.05,16.02,16.02,16.02,16.86,7,5520,88444.00,
504258,LAKSHMI ELEC,X ,Q,329.00,329.00,316.00,316.30,316.25,323.25,21,1009,330757.00,
504286,DELTA MAG   ,B ,Q,40.00,40.00,40.00,40.00,40.00,41.55,1,2,80.00,
504335,PAZEL       ,X ,Q,1.49,1.57,1.35,1.53,1.55,1.43,113,1436258,2083031.00,
504340,CONFINT     ,XT,Q,0.76,0.76,0.74,0.75,0.74,0.75,4,300,225.00,
504341,RELTD       ,X ,Q,32.00,32.50,32.00,32.50,32.50,33.00,18,415,13480.00,
504392,KRISHNA VEN ,XT,Q,15.63,15.63,15.63,15.63,15.63,14.89,4,101,1578.00,
504614,SARDA ENMIN ,B ,Q,164.35,164.60,151.55,154.10,152.50,162.95,254,3123,491293.00,
504646,BHAGWATI AUT,X ,Q,102.00,102.80,102.00,102.70,102.80,103.60,2,10,1027.00,
504697,GALADA TELE.,X ,Q,1.14,1.14,1.14,1.14,1.14,1.19,1,1,1.00,
504713,HIND.WIR LTD,X ,Q,41.25,41.25,39.45,39.45,39.45,39.45,3,25,995.00,
504741,IND.HUME PIP,B ,Q,260.50,260.90,250.00,252.65,250.00,259.05,58,3607,929314.00,
504786,INVEST &PREC,X ,Q,145.05,145.05,127.10,139.50,139.50,145.00,56,1915,263272.00,
504840,KAIRA CAN CO,X ,Q,822.65,822.65,745.00,818.25,745.00,783.50,13,144,117830.00,
504879,ORIENT ABRAS,B ,Q,17.40,18.05,17.30,17.35,17.30,18.35,12,1300,22815.00,
504908,DUNCANENG   ,X ,Q,102.00,103.00,98.50,98.65,98.50,103.50,8,604,60586.00,
504918,SANDUR MANG.,X ,Q,709.00,714.00,686.20,689.65,690.00,710.30,99,2373,1655404.00,
504959,STOVAC IND. ,X ,Q,1588.60,1703.00,1555.05,1574.50,1573.00,1609.40,54,186,296530.00,
504961,TATA YODOGAW,XT,Q,20.55,22.55,20.55,21.90,22.00,21.50,28,2044,45692.00,
504966,TINPLATE    ,B ,Q,102.85,102.90,96.75,99.30,99.30,103.45,1725,115678,11598107.00,
504973,CHOLAHLDNG  ,A ,Q,465.05,470.00,462.05,462.05,462.05,470.15,35,267,124240.00,
504988,WELCAST     ,X ,Q,500.00,500.00,485.00,485.00,485.00,479.00,3,49,24198.00,
505010,AUTO AXLES  ,B ,Q,795.00,795.00,768.00,775.55,775.15,790.65,101,1209,942088.00,
505029,ATLAS CYCLES,T ,Q,38.30,39.00,38.10,38.15,38.10,38.75,6,284,10965.00,
505036,AUTO COR.GOA,X ,Q,476.55,476.55,465.00,467.00,467.00,476.95,21,573,269867.00,
505075,SETCO AUTO  ,B ,Q,15.20,15.53,14.84,14.97,14.84,15.30,101,12034,182496.00,
505141,SCOOTERS IND,T ,Q,25.15,25.15,23.75,23.80,23.75,24.60,12,655,16404.00,
505160,TALBROS AUTO,B ,Q,106.45,106.45,104.05,105.80,105.80,103.65,14,302,31907.00,
505163,ZF STEERING ,X ,Q,434.00,434.00,414.40,418.00,418.00,429.30,68,1459,617195.00,
505192,SMLISUZU    ,B ,Q,603.60,655.30,599.80,617.20,617.20,600.90,488,3348,2126617.00,
505196,TIL LTD.    ,B ,Q,191.00,192.00,186.10,187.55,186.10,191.00,32,233,43897.00,
505200,EICHER MOTOR,A ,Q,16185.00,16250.05,15937.50,16002.80,15968.35,15897.95,1735,6918,111096146.00,
505216,ALFRED HERB ,X ,Q,546.00,546.10,546.00,546.00,546.00,545.25,4,51,27847.00,
505230,CIMMCO      ,B ,Q,20.90,20.90,18.30,18.40,18.40,19.35,15,2558,52201.00,
505232,VELJAN      ,X ,Q,606.00,613.80,595.00,613.80,613.80,610.00,21,139,83578.00,
505242,DYNAMAT.TECH,B ,Q,1228.95,1228.95,1207.00,1207.90,1207.00,1234.00,13,37,44851.00,
505250,G.G.DANDEKAR,X ,Q,50.00,50.00,50.00,50.00,50.00,49.25,1,75,3750.00,
505255,GMM PFAUDLER,B ,Q,1392.00,1405.00,1377.00,1394.60,1394.60,1393.45,116,1077,1495839.00,XD
505283,KIRLOSAR PN ,B ,Q,165.10,166.00,155.00,157.30,157.30,165.00,76,100489,16561388.00,
505302,LAXMI AUTOLM,X ,Q,27.35,27.35,27.35,27.35,27.35,26.05,2,152,4157.00,
505324,MANUGRAPH IN,B ,Q,14.45,14.45,13.70,13.70,13.70,14.50,2,200,2815.00,
505355,NESCO LTD   ,B ,Q,530.00,530.35,516.70,523.80,522.35,532.00,83,751,394049.00,
505358,INTEGRA ENG ,X ,Q,36.05,36.80,34.50,36.25,36.80,36.90,70,15872,569804.00,
505368,REVATHI EQU.,B ,Q,338.00,338.00,325.00,325.00,325.00,328.70,2,48,15613.00,
505400,TEXINFRA    ,B ,Q,33.50,34.60,33.50,34.60,34.60,33.75,11,772,25912.00,
505412,WENDT(INDIA),B ,Q,2130.05,2207.80,2130.00,2180.60,2207.80,2170.45,10,118,256992.00,
505506,AXONVL      ,X ,Q,0.68,0.68,0.68,0.68,0.68,0.70,1,1,0.00,
505509,RESPON IND  ,B ,Q,93.00,93.00,90.45,91.30,90.60,91.35,314,14245,1304188.00,
505523,MAHA CORP   ,X ,Q,0.23,0.23,0.23,0.23,0.23,0.23,1,1,0.00,
505526,DOLAT INV.  ,B ,Q,38.85,41.40,37.50,38.00,37.80,39.90,219,43911,1707453.00,
505533,WESTLIFE DEV,A ,Q,284.75,290.00,284.00,286.00,287.00,289.70,298,4538,1300133.00,
505537,ZEE ENTER   ,A ,Q,350.90,351.75,342.75,344.05,343.90,350.55,3254,188380,65307448.00,
505590,SVPGLOB     ,X ,Q,384.95,384.95,376.00,381.25,382.75,384.00,47,1080,411711.00,
505681,BIMETAL BEAR,X ,Q,329.90,329.90,316.00,323.50,323.50,324.35,24,476,152044.00,
505688,BHARAT GEARS,B ,Q,65.40,66.40,61.00,61.65,61.00,64.40,98,2008,126848.00,
505690,BRADY MORRIS,X ,Q,31.60,31.60,31.60,31.60,31.60,33.25,1,63,1990.00,
505693,LATIMMETAL  ,X ,Q,31.55,31.55,31.55,31.55,31.55,33.20,2,6,189.00,
505700,ELECON ENG  ,B ,Q,29.00,29.45,28.70,28.95,28.90,28.95,276,36432,1054059.00,
505710,GRAUER& WEIL,B ,Q,49.00,50.00,48.40,49.25,49.25,48.50,145,98115,4814868.00,
505711,GAJRA BEVEL ,XT,Q,0.66,0.66,0.66,0.66,0.66,0.63,1,500,330.00,
505712,HIMTEK      ,X ,Q,46.10,47.85,46.00,46.10,47.45,46.85,17,375,17311.00,
505714,GABRIEL(I)  ,B ,Q,96.80,97.50,94.55,95.05,94.55,93.40,167,4248,408467.00,
505720,HERC.HOISTS ,B ,Q,80.30,81.25,76.05,77.00,77.00,79.40,40,1515,117816.00,
505726,IFB IND.LTD.,B ,Q,656.70,663.50,630.50,649.10,646.85,665.40,200,782,510868.00,
505729,SINGER INDIA,X ,Q,31.75,31.75,30.30,30.35,30.90,31.05,46,4938,151071.00,
505737,INTER.COMBUS,X ,Q,146.00,158.00,146.00,146.80,146.20,149.30,41,2883,432569.00,
505744,FED MOG GOE ,B ,Q,529.95,532.45,496.30,497.70,496.30,522.15,291,803,407143.00,
505750,JOSTS ENG.  ,X ,Q,554.00,579.00,540.60,546.00,541.00,569.05,35,651,352220.00,
505790,SCHAEFFLER  ,A ,Q,4113.00,4139.25,4106.50,4115.30,4115.30,4060.70,7,9,37084.00,
505800,RANE HOLDIN ,B ,Q,888.75,898.90,875.00,893.75,891.80,893.75,17,93,82469.00,
505827,SNL BEARINGS,X ,Q,180.05,229.95,180.05,194.50,194.50,200.00,22,106,20653.00,
505840,JAIPAN INDUS,X ,Q,13.73,13.73,11.50,11.60,11.60,12.75,9,365,4250.00,
505850,MANCREDIT   ,X ,Q,45.55,47.00,45.55,46.50,46.50,46.95,35,25381,1180499.00,
505854,TRF LTD.    ,B ,Q,86.50,86.50,82.00,82.75,83.30,86.65,148,4585,384601.00,
505872,WPIL LTD.   ,X ,Q,626.80,626.80,579.00,600.15,600.15,620.10,487,10446,6256180.00,
505890,KENNAMETAL  ,B ,Q,941.10,974.50,939.80,967.60,973.50,944.55,598,7369,7041693.00,
505978,TRITON VALVE,X ,Q,841.00,854.00,840.00,840.05,840.05,852.00,9,120,101276.00,
506022,PRAKASH IND.,B ,Q,39.60,39.60,38.50,39.00,39.05,39.25,269,43229,1683529.00,
506074,ARSHIYA     ,B ,Q,19.10,19.50,17.65,17.90,18.35,19.85,30,3515,64773.00,
506076,GRIND NORTON,A ,Q,562.05,566.65,558.40,560.20,563.10,568.60,75,445,250084.00,
506105,STANROSE MAF,X ,Q,88.80,88.80,82.15,82.50,82.50,86.45,6,92,7774.00,
506109,GENESYS INT.,B ,Q,89.40,92.35,83.10,84.25,83.70,88.00,216,990,85116.00,
506122,PANKAJPIYUS ,XT,Q,27.05,27.05,26.60,26.60,26.60,27.95,4,173,4646.00,
506146,VISAGAR POL ,T ,Q,0.27,0.28,0.27,0.27,0.27,0.28,7,8026,2242.00,
506194,ARIH SUPER  ,B ,Q,32.50,32.50,32.25,32.25,32.25,33.90,6,17,550.00,
506197,BLISSGVS PH ,B ,Q,94.15,94.15,90.00,91.20,90.05,93.95,742,144590,13270027.00,
506222,INEOSSTYRO  ,B ,Q,568.00,614.95,565.00,592.30,590.00,559.25,1464,21623,12921318.00,
506235,ALEMBIC LTD.,B ,Q,50.95,52.20,50.05,51.70,52.20,50.10,648,156509,7979345.00,
506248,AMINES&PLAST,X ,Q,30.65,30.65,28.65,29.50,29.50,30.25,24,3509,103324.00,
506260,ANUH PHARMA ,X ,Q,126.20,126.20,120.00,120.75,123.00,123.40,65,5751,704432.00,
506261,MODISON MET.,X ,Q,36.10,36.10,32.45,33.10,33.00,36.10,60,10750,362874.00,
506285,BAYER CROP  ,A ,Q,3143.00,3150.30,3109.95,3148.85,3146.00,3157.20,44,178,557501.00,
506390,CLARI CHEM  ,B ,Q,298.25,300.95,296.00,298.25,299.30,300.60,108,1687,504016.00,
506395,COROM INTER ,A ,Q,351.60,361.00,346.00,358.55,360.05,354.85,262,4238,1495715.00,
506401,DEEPAK NITR.,A ,Q,280.00,284.00,266.55,268.85,268.85,274.75,2035,536793,147624003.00,
506405,DHARAMSI CHM,X ,Q,128.00,128.00,120.05,121.35,121.35,126.00,108,7407,909991.00,
506414,DIL LTD     ,X ,Q,877.70,910.00,865.00,900.05,902.00,857.65,322,23455,21070470.00,
506480,GOCLCORP    ,B ,Q,307.20,311.00,294.20,294.65,294.55,310.45,42,155,47085.00,
506520,JAYSHRI CHEM,XT,Q,5.44,5.44,4.97,4.97,4.97,5.19,25,4561,22858.00,
506522,JL MORISON  ,X ,Q,1350.00,1350.00,1324.00,1324.00,1324.00,1332.00,3,5,6698.00,
506525,KANORIA CHEM,B ,Q,39.05,39.10,39.00,39.00,39.00,39.40,7,1000,39026.00,
506528,KELTECH EN. ,X ,Q,620.05,620.05,605.00,605.15,605.15,618.00,8,66,40160.00,
506530,KEMP & CO.  ,X ,Q,585.00,585.00,585.00,585.00,585.00,590.00,1,9,5265.00,
506532,NITTA GELA  ,X ,Q,105.00,105.00,97.15,97.15,97.15,105.00,24,686,69191.00,
506543,M.P.AGRO IND,XT,Q,3.75,3.75,3.75,3.75,3.75,3.94,1,100,375.00,
506579,ORIENT.CARB.,B ,Q,1013.85,1013.85,994.55,994.65,994.55,992.50,17,158,157569.00,
506590,PHIL.CARBON ,A ,Q,124.80,124.80,117.15,119.20,118.60,125.30,1664,62751,7563446.00,
506597,AMAL PRODUCT,X ,Q,125.75,125.75,125.75,125.75,125.75,121.10,3,12,1509.00,
506618,PUN.CHEM    ,B ,Q,560.00,560.05,547.00,554.35,556.00,557.50,32,131,72495.00,
506642,SADHANA NITR,X ,Q,99.90,106.70,99.90,105.70,105.70,101.65,183,12600,1321787.00,
506655,SUDARSH.CHEM,A ,Q,318.00,321.40,317.00,318.40,319.65,319.85,33,444,141454.00,
506685,ULTRAMARINE ,X ,Q,174.90,182.50,167.15,181.80,182.50,171.80,82,10002,1769699.00,
506687,TRANSPEK    ,X ,Q,1265.00,1320.00,1260.00,1277.80,1277.80,1255.65,172,3684,4770976.00,
506690,UNICHEM LAB ,B ,Q,180.55,183.40,179.15,181.65,182.35,180.55,245,10484,1906835.00,
506734,MYS PETRO   ,X ,Q,49.80,50.30,49.00,49.40,49.40,51.80,12,675,33288.00,XD
506767,ALKYL AMINES,B ,Q,724.80,730.30,697.55,718.60,725.60,728.00,199,6893,4852438.00,
506808,TUTICORIN.  ,XT,Q,4.20,4.20,4.20,4.20,4.20,4.14,1,1,4.00,
506820,ASTRAZEN.PH.,A ,Q,1756.65,1815.00,1668.00,1700.25,1700.00,1774.20,271,1000,1746954.00,
506852,PUN.ALKALI  ,X ,Q,52.55,55.60,52.55,54.90,55.60,55.00,26,3639,198740.00,
506854,TANFAC IND. ,X ,Q,148.00,149.40,146.50,146.75,146.75,148.35,41,3145,463259.00,
506863,SWADESHI IND,XT,Q,0.50,0.50,0.46,0.50,0.50,0.48,5,455,227.00,
506879,GUJ.THEMIS. ,X ,Q,34.30,34.30,34.00,34.30,34.30,34.30,5,350,11945.00,
506906,SCBL        ,XT,Q,5.24,5.78,5.24,5.78,5.78,5.51,7,4212,22071.00,
506910,JAYSN DYEST ,X ,Q,42.45,45.45,42.45,44.50,45.45,43.30,17,2494,109438.00,
506919,MAKERS LAB. ,X ,Q,33.00,34.00,33.00,33.35,33.35,33.95,5,135,4515.00,
506943,J.B.CHEMICAL,B ,Q,380.60,381.95,378.40,379.30,380.50,379.60,166,2520,958255.00,
506981,BL.CHIP TEX ,X ,Q,76.00,83.50,74.65,82.60,83.50,85.00,11,288,22750.00,
507155,JAGATJIT IND,XT,Q,27.00,27.00,27.00,27.00,27.00,25.75,1,10,270.00,
507205,TILAKNAG IND,B ,Q,13.27,13.34,13.01,13.01,13.01,13.25,11,2555,33597.00,
507300,RAVALGAON   ,XT,Q,1876.00,1876.00,1855.00,1855.00,1855.00,1950.00,3,3,5606.00,
507315,SAKTHI SUGAR,B ,Q,7.10,8.09,7.10,7.81,7.85,7.72,24,2973,23158.00,
507410,WALCHANDNGR ,B ,Q,60.85,62.20,57.25,58.15,57.55,61.30,441,20561,1220704.00,
507435,KHOD.INDIA  ,XT,Q,64.00,65.50,64.00,65.50,65.50,66.40,4,1050,67215.00,
507438,IFB AGRO    ,B ,Q,293.10,294.10,281.20,281.50,281.50,295.05,36,311,89231.00,
507442,DHARANI SUG ,B ,Q,6.70,6.70,6.65,6.65,6.65,7.39,4,301,2001.00,
507450,THIRU A.SUG.,Z ,Q,4.38,4.38,4.38,4.38,4.38,4.61,1,45,197.00,
507474,KOTHARI FERM,X ,Q,55.00,55.00,55.00,55.00,55.00,56.75,3,50,2750.00,
507488,G.M.BREWERI ,B ,Q,390.00,390.00,361.25,362.45,362.00,372.55,160,2606,969503.00,
507490,RANA SUGARS ,B ,Q,2.31,2.32,2.19,2.19,2.19,2.37,17,28749,64355.00,
507498,PICCADILY SU,X ,Q,6.57,6.57,6.25,6.25,6.25,6.53,9,1333,8561.00,
507508,RIGA SUGAR  ,XT,Q,7.24,7.24,6.88,6.88,6.88,7.24,2,7,50.00,
507514,SOM DISTILL.,T ,Q,121.65,122.50,114.70,121.75,122.50,120.45,81,1889,223384.00,
507515,CJ GELATIN  ,XT,Q,7.60,7.60,7.60,7.60,7.60,8.00,1,50,380.00,
507526,ASSO.ALCOHOL,X ,Q,157.05,157.05,153.30,154.70,154.00,157.05,92,4133,643339.00,
507552,FOODS & INNS,X ,Q,45.95,45.95,43.00,43.30,43.05,44.70,128,6866,299826.00,
507580,IVP LIMITED ,B ,Q,63.50,63.50,61.00,61.00,61.00,63.70,3,202,12327.00,
507598,KLRFM       ,X ,Q,31.50,31.90,31.50,31.90,31.90,31.10,2,50,1591.00,
507621,MILKFOOD    ,X ,Q,303.00,320.00,303.00,320.00,320.00,302.15,33,585,184359.00,
507645,POLSON LTD. ,X ,Q,8178.10,8280.00,8175.00,8223.90,8260.00,8519.90,13,15,123340.00,
507685,WIPRO LTD.  ,A ,Q,254.30,254.50,251.30,252.60,252.60,253.35,3290,228428,57777826.00,
507717,DHAN AGRI   ,B ,Q,328.10,328.10,314.40,320.50,318.65,328.65,61,333,108303.00,
507747,TTK HEALTHCA,B ,Q,467.10,467.10,450.00,454.50,454.50,464.90,22,245,111581.00,
507753,TGVSL       ,X ,Q,23.00,23.50,21.80,22.10,22.45,23.20,158,27588,629484.00,
507759,LIME CHEM.  ,X ,Q,21.75,23.80,21.75,23.80,23.80,22.80,9,400,8904.00,
507779,KANPUR PLAST,X ,Q,69.45,77.95,69.45,77.10,77.10,74.20,66,4005,294329.00,
